600,600,2020,17,99.23,01/01/2020
601,601,2020,9,178.29,01/01/2020
602,602,2020,32,80,01/01/2020
603,603,2020,24,18,01/01/2020
604,604,2020,122,22,01/01/2020
605,605,2020,2,45.5,01/01/2020
606,606,2020,37,66.25,01/01/2020
607,607,2020,14,40,01/01/2020
608,608,2020,5,19,01/01/2020
609,609,2020,20,110,01/01/2020
610,610,2020,6,82,01/01/2020
611,611,2020,25,40,01/01/2020
612,612,2020,31,28,01/01/2020
613,613,2020,23,82,01/01/2020
614,614,2020,26,400.33,01/01/2020
615,615,2020,50,86.25,01/01/2020
616,616,2020,5,135,01/01/2020
617,617,2020,2,56,01/01/2020
618,618,2020,23,65,01/01/2020
619,619,2020,23,73.5,01/01/2020
620,620,2020,66,31,01/01/2020
621,621,2020,15,19,01/01/2020
622,622,2020,32,14,01/01/2020
623,623,2020,10,32,01/01/2020
624,624,2020,62,26.1,01/01/2020
625,625,2020,39,35.1,01/01/2020
626,626,2020,0,0,01/01/2020
627,627,2020,3,1345,01/01/2020
628,628,2020,0,0,01/01/2020
629,629,2020,40,108.75,01/01/2020
630,630,2020,3,183.75,01/01/2020
631,631,2020,21,67.5,01/01/2020
632,632,2020,42,86.25,01/01/2020
633,633,2020,4,202.45,01/01/2020
634,634,2020,18,240,01/01/2020
635,635,2020,3,120,01/01/2020
636,636,2020,0,0,01/01/2020
637,637,2020,215,11.35,01/01/2020
638,638,2020,198,29.82,01/01/2020
639,639,2020,224,5.44,01/01/2020
640,640,2020,3,848,01/01/2020
641,641,2020,2,544,01/01/2020
642,642,2020,2,272,01/01/2020
643,643,2020,3,424,01/01/2020
644,644,2020,205,8.48,01/01/2020
645,645,2020,4,496,01/01/2020
646,646,2020,1,1449,01/01/2020
647,647,2020,2,686,01/01/2020
648,648,2020,2,686,01/01/2020
649,649,2020,1,776,01/01/2020
650,650,2020,1,776,01/01/2020
651,651,2020,11,1222.5,01/01/2020
652,652,2020,0,0,01/01/2020
653,653,2020,11,776,01/01/2020
654,654,2020,5,118.56,01/01/2020
655,655,2020,17,45.5,01/01/2020
656,656,2020,3,156,01/01/2020
657,657,2020,20,136.5,01/01/2020
658,658,2020,30,202,01/01/2020
659,659,2020,13,57,01/01/2020
660,660,2020,19,78,01/01/2020
661,661,2020,11,83,01/01/2020
662,662,2020,37,166,01/01/2020
663,663,2020,4,722.5,01/01/2020
664,664,2020,7,229.5,01/01/2020
665,665,2020,11,297.5,01/01/2020
666,666,2020,0,0,01/01/2020
667,667,2020,106,26.6,01/01/2020
668,668,2020,3,65,01/01/2020
669,669,2020,39,7.7,01/01/2020
670,670,2020,0,0,01/01/2020
671,671,2020,14,23.24,01/01/2020
672,672,2020,5,20.8,01/01/2020
673,673,2020,3,830,01/01/2020
674,674,2020,10,230,01/01/2020
675,675,2020,2,230,01/01/2020
676,676,2020,8,230,01/01/2020
677,677,2020,8,230,01/01/2020
678,678,2020,9,230,01/01/2020
679,679,2020,8,1100,01/01/2020
680,680,2020,9,370,01/01/2020
681,681,2020,2,330,01/01/2020
682,682,2020,1,330,01/01/2020
683,683,2020,8,430,01/01/2020
684,684,2020,5,440,01/01/2020
685,685,2020,1,550,01/01/2020
686,686,2020,6,90,01/01/2020
687,687,2020,0,0,01/01/2020
688,688,2020,8,38,01/01/2020
689,689,2020,10,38,01/01/2020
690,690,2020,7,48.5,01/01/2020
691,691,2020,299,6.83,01/01/2020
692,692,2020,5,5.1,01/01/2020
693,693,2020,373,84.5,01/01/2020
694,694,2020,126,122.8,01/01/2020
695,695,2020,0,0,01/01/2020
696,696,2020,1,39,01/01/2020
697,697,2020,8,78.2,01/01/2020
698,698,2020,34,39,01/01/2020
699,699,2020,0,0,01/01/2020
700,700,2020,6,64,01/01/2020
701,701,2020,19,34.02,01/01/2020
702,702,2020,37,12,01/01/2020
703,703,2020,60,19.05,01/01/2020
704,704,2020,2,178,01/01/2020
705,705,2020,79,16.21,01/01/2020
706,706,2020,2,20,01/01/2020
707,707,2020,76,23.34,01/01/2020
708,708,2020,134,20.8,01/01/2020
709,709,2020,1,43,01/01/2020
710,710,2020,2,24.76,01/01/2020
711,711,2020,23,7.8,01/01/2020
712,712,2020,7,19.5,01/01/2020
713,713,2020,29,85.12,01/01/2020
714,714,2020,43,38,01/01/2020
715,715,2020,41,38,01/01/2020
716,716,2020,61,38,01/01/2020
717,717,2020,142,44.64,01/01/2020
718,718,2020,140,46.2,01/01/2020
719,719,2020,1,485,01/01/2020
720,720,2020,6,830,01/01/2020
721,721,2020,7,390,01/01/2020
722,722,2020,4,432,01/01/2020
723,723,2020,10,567,01/01/2020
724,724,2020,4,695,01/01/2020
725,725,2020,5,64.44,01/01/2020
726,726,2020,1,4090,01/01/2020
727,727,2020,60,26.4,01/01/2020
728,728,2020,1,2720,01/01/2020
729,729,2020,5.25,24.67,01/01/2020
730,730,2020,0,0,01/01/2020
731,731,2020,2,269,01/01/2020
732,732,2020,1,93,01/01/2020
733,733,2020,4,42,01/01/2020
734,734,2020,50,66.05,01/01/2020
735,735,2020,21,69.2,01/01/2020
736,736,2020,2,19,01/01/2020
737,737,2020,66,108.42,01/01/2020
738,738,2020,65,132,01/01/2020
739,739,2020,58,53.82,01/01/2020
740,740,2020,64,61.62,01/01/2020
